txn_id,date,description,category,type,amount,balance
TXN01289,2024-08-23,RESTAURANT PAYMENT UPI,RESTAURANT,debit,318.76,7541.58
TXN01275,2024-08-25,AIRTEL BILL PAYMENT,MOBILE_BILL,debit,667.7,27225.75
TXN01301,2024-08-30,ATM WITHDRAWAL SBI,ATM_WITHDRAW,debit,3234.9,500.0
TXN01288,2024-08-31,ZOMATO ORDER,RESTAURANT,debit,328.0,7860.34
TXN01324,2024-09-01,RESTAURANT PAYMENT UPI,RESTAURANT,debit,1426.96,1282.14
TXN01334,2024-09-02,BPCL FUEL PAYMENT,FUEL,debit,530.51,500.0
TXN01308,2024-09-03,SALARY CREDIT HDFC BANK,SALARY,credit,48488.68,48988.68
TXN01312,2024-09-03,AIRTEL BILL PAYMENT,MOBILE_BILL,debit,762.22,24164.95
TXN01328,2024-09-04,SWIGGY DELIVERY,RESTAURANT,debit,1510.75,500.0
TXN01329,2024-09-05,ZOMATO ORDER,RESTAURANT,debit,2216.56,500.0
TXN01309,2024-09-05,HOUSE RENT PAYMENT UPI,RENT,debit,14491.86,34496.82
TXN01338,2024-09-06,ATM WITHDRAWAL AXIS,ATM_WITHDRAW,debit,5206.81,500.0
TXN01321,2024-09-07,ZEPTO ORDER,GROCERY,debit,1115.62,8425.45
TXN01322,2024-09-07,DMART PURCHASE,GROCERY,debit,2772.48,5652.97
TXN01311,2024-09-09,BESCOM ELECTRICITY BILL,ELECTRICITY,debit,1007.5,24927.17
TXN01314,2024-09-09,TERM INSURANCE HDFC,INSURANCE,debit,4126.76,19468.28
TXN01344,2024-09-10,IMPS DEBIT,TRANSFER_OUT,debit,19509.92,1316.93
TXN01336,2024-09-11,BPCL FUEL PAYMENT,FUEL,debit,1997.57,500.0
TXN01342,2024-09-12,NEFT TRANSFER RECEIVED,TRANSFER_IN,credit,3453.1,22379.39
TXN01340,2024-09-13,ATM CASH HDFC,ATM_WITHDRAW,debit,3112.93,500.0
TXN01320,2024-09-14,ZEPTO ORDER,GROCERY,debit,979.87,9541.07
TXN01333,2024-09-15,AMAZON PURCHASE,SHOPPING,debit,3567.16,500.0
TXN01341,2024-09-15,IMPS CREDIT,TRANSFER_IN,credit,18426.29,18926.29
TXN01331,2024-09-15,MYNTRA SHOPPING,SHOPPING,debit,6848.39,500.0
TXN01310,2024-09-18,CAR LOAN EMI ICICI,EMI_LOAN,debit,8562.15,25934.67
TXN01317,2024-09-18,ZEPTO ORDER,GROCERY,debit,3004.82,13894.14
TXN01315,2024-09-19,SAVINGS INTEREST CREDIT,INTEREST,credit,599.12,20067.4
TXN01335,2024-09-19,INDIAN OIL FUEL,FUEL,debit,1913.77,500.0
TXN01323,2024-09-20,RELIANCE FRESH,GROCERY,debit,2943.87,2709.1
TXN01330,2024-09-22,MYNTRA SHOPPING,SHOPPING,debit,6659.43,500.0
TXN01343,2024-09-24,IMPS DEBIT,TRANSFER_OUT,debit,1552.54,20826.85
TXN01326,2024-09-25,ZOMATO ORDER,RESTAURANT,debit,916.96,500.0
TXN01319,2024-09-25,DMART PURCHASE,GROCERY,debit,1759.48,10520.94
TXN01316,2024-09-25,BIG BAZAAR,GROCERY,debit,3168.44,16898.96
TXN01345,2024-09-26,IMPS DEBIT,TRANSFER_OUT,debit,2654.12,500.0
TXN01339,2024-09-26,ATM CASH HDFC,ATM_WITHDRAW,debit,9578.27,500.0
TXN01327,2024-09-27,SWIGGY DELIVERY,RESTAURANT,debit,1911.08,500.0
TXN01325,2024-09-27,SWIGGY DELIVERY,RESTAURANT,debit,2013.77,500.0
TXN01313,2024-09-28,HOTSTAR SUBSCRIPTION,OTT_SUBS,debit,569.91,23595.04
TXN01318,2024-09-29,BIG BAZAAR,GROCERY,debit,1613.72,12280.42
TXN01332,2024-09-29,AMAZON PURCHASE,SHOPPING,debit,4548.95,500.0
TXN01337,2024-09-30,INDIAN OIL FUEL,FUEL,debit,2771.13,500.0
TXN01375,2024-10-03,INDIAN OIL FUEL,FUEL,debit,1433.27,500.0
TXN01379,2024-10-03,IMPS CREDIT,TRANSFER_IN,credit,6545.8,7045.8
TXN01359,2024-10-06,BIG BAZAAR,GROCERY,debit,891.47,8035.49
TXN01373,2024-10-06,HP PETROL PUMP,FUEL,debit,2413.39,500.0
TXN01378,2024-10-07,ATM WITHDRAWAL SBI,ATM_WITHDRAW,debit,7271.39,500.0
TXN01355,2024-10-07,DMART PURCHASE,GROCERY,debit,1736.77,14245.78
TXN01374,2024-10-08,BPCL FUEL PAYMENT,FUEL,debit,2654.46,500.0
TXN01383,2024-10-08,UPI PAYMENT SENT,TRANSFER_OUT,debit,3386.59,500.0
TXN01365,2024-10-08,ZOMATO ORDER,RESTAURANT,debit,1355.05,500.0
TXN01353,2024-10-09,AMAZON REFUND,REFUND,credit,608.52,19266.16
TXN01366,2024-10-13,RESTAURANT PAYMENT UPI,RESTAURANT,debit,1113.83,500.0
TXN01348,2024-10-14,PERSONAL LOAN EMI,EMI_LOAN,debit,8617.95,23192.46
TXN01349,2024-10-14,BESCOM ELECTRICITY BILL,ELECTRICITY,debit,979.48,22212.98
TXN01371,2024-10-15,FLIPKART ORDER,SHOPPING,debit,4457.36,500.0
TXN01360,2024-10-17,ZEPTO ORDER,GROCERY,debit,2907.34,5128.15
TXN01370,2024-10-18,MYNTRA SHOPPING,SHOPPING,debit,2705.34,500.0
TXN01376,2024-10-19,ATM WITHDRAWAL SBI,ATM_WITHDRAW,debit,7152.0,500.0
TXN01382,2024-10-19,IMPS DEBIT,TRANSFER_OUT,debit,16665.91,500.0
TXN01363,2024-10-20,SWIGGY DELIVERY,RESTAURANT,debit,1255.67,1093.32
TXN01362,2024-10-21,ZOMATO ORDER,RESTAURANT,debit,1384.9,2348.99
TXN01352,2024-10-21,LIC PREMIUM,INSURANCE,debit,2827.57,18657.64
TXN01358,2024-10-22,BLINKIT,GROCERY,debit,1276.24,8926.96
TXN01347,2024-10-22,RENT TRANSFER NEFT,RENT,debit,14732.06,31810.41
TXN01364,2024-10-22,ZOMATO ORDER,RESTAURANT,debit,396.3,697.02
TXN01361,2024-10-22,DMART PURCHASE,GROCERY,debit,1394.26,3733.89
TXN01377,2024-10-23,ATM CASH HDFC,ATM_WITHDRAW,debit,9831.45,500.0
TXN01351,2024-10-23,HOTSTAR SUBSCRIPTION,OTT_SUBS,debit,262.7,21485.21
TXN01381,2024-10-25,IMPS DEBIT,TRANSFER_OUT,debit,20197.99,500.0
TXN01350,2024-10-25,AIRTEL BILL PAYMENT,MOBILE_BILL,debit,465.07,21747.91
TXN01354,2024-10-26,DMART PURCHASE,GROCERY,debit,3283.61,15982.55
TXN01367,2024-10-27,SWIGGY DELIVERY,RESTAURANT,debit,2039.5,500.0
TXN01357,2024-10-27,ZEPTO ORDER,GROCERY,debit,2021.59,10203.2
TXN01356,2024-10-27,ZEPTO ORDER,GROCERY,debit,2020.99,12224.79
TXN01372,2024-10-28,INDIAN OIL FUEL,FUEL,debit,1702.72,500.0
TXN01369,2024-10-29,MYNTRA SHOPPING,SHOPPING,debit,4040.5,500.0
TXN01346,2024-10-29,SALARY CREDIT HDFC BANK,SALARY,credit,46042.47,46542.47
TXN01368,2024-10-30,AMAZON PURCHASE,SHOPPING,debit,1930.16,500.0
TXN01380,2024-10-31,UPI MONEY RECEIVED,TRANSFER_IN,credit,1473.05,8518.85
TXN01413,2024-11-01,BPCL FUEL PAYMENT,FUEL,debit,707.0,500.0
TXN01391,2024-11-02,INTEREST CREDIT SB AC,INTEREST,credit,417.84,26154.99
TXN01412,2024-11-02,BPCL FUEL PAYMENT,FUEL,debit,915.71,500.0
TXN01393,2024-11-02,ZEPTO ORDER,GROCERY,debit,3124.88,21298.09
TXN01390,2024-11-02,LIC PREMIUM,INSURANCE,debit,4687.18,25737.15
TXN01420,2024-11-03,NEFT TRANSFER SENT,TRANSFER_OUT,debit,21196.71,13064.73
TXN01392,2024-11-05,BIG BAZAAR,GROCERY,debit,1732.02,24422.97
TXN01402,2024-11-05,SWIGGY DELIVERY,RESTAURANT,debit,242.3,6448.99
TXN01404,2024-11-06,ZOMATO ORDER,RESTAURANT,debit,354.5,4019.86
TXN01399,2024-11-07,ZEPTO ORDER,GROCERY,debit,1388.66,9750.28
TXN01415,2024-11-08,ATM WITHDRAWAL SBI,ATM_WITHDRAW,debit,5497.55,500.0
TXN01398,2024-11-08,BIG BAZAAR,GROCERY,debit,2686.88,11138.94
TXN01387,2024-11-10,BESCOM ELECTRICITY BILL,ELECTRICITY,debit,828.26,31177.12
TXN01410,2024-11-13,HP PETROL PUMP,FUEL,debit,2595.27,500.0
TXN01396,2024-11-14,BIG BAZAAR,GROCERY,debit,2071.88,14686.49
TXN01400,2024-11-14,SWIGGY DELIVERY,RESTAURANT,debit,2464.13,7286.15
TXN01397,2024-11-18,BIG BAZAAR,GROCERY,debit,860.67,13825.82
TXN01389,2024-11-19,AMAZON PRIME,OTT_SUBS,debit,440.52,30424.33
TXN01394,2024-11-20,BLINKIT,GROCERY,debit,3431.28,17866.81
TXN01388,2024-11-21,JIO RECHARGE,MOBILE_BILL,debit,312.27,30864.85
TXN01406,2024-11-21,AMAZON PURCHASE,SHOPPING,debit,582.47,2093.22
TXN01403,2024-11-21,ZOMATO ORDER,RESTAURANT,debit,2074.63,4374.36
TXN01385,2024-11-22,RENT TRANSFER NEFT,RENT,debit,12614.95,40953.55
TXN01418,2024-11-22,NEFT TRANSFER RECEIVED,TRANSFER_IN,credit,18581.73,36009.84
TXN01417,2024-11-23,UPI MONEY RECEIVED,TRANSFER_IN,credit,16928.11,17428.11
TXN01386,2024-11-23,CAR LOAN EMI ICICI,EMI_LOAN,debit,8948.17,32005.38
TXN01384,2024-11-24,SALARY CREDIT HDFC BANK,SALARY,credit,53068.5,53568.5
TXN01395,2024-11-24,ZEPTO ORDER,GROCERY,debit,1108.44,16758.37
TXN01405,2024-11-25,RESTAURANT PAYMENT UPI,RESTAURANT,debit,1344.17,2675.69
TXN01409,2024-11-25,FLIPKART ORDER,SHOPPING,debit,4207.05,500.0
TXN01414,2024-11-26,ATM WITHDRAWAL AXIS,ATM_WITHDRAW,debit,2546.0,500.0
TXN01419,2024-11-26,IMPS DEBIT,TRANSFER_OUT,debit,1748.4,34261.44
TXN01416,2024-11-27,ATM WITHDRAWAL AXIS,ATM_WITHDRAW,debit,4376.97,500.0
TXN01408,2024-11-27,AMAZON PURCHASE,SHOPPING,debit,4980.6,500.0
TXN01407,2024-11-27,FLIPKART ORDER,SHOPPING,debit,7250.14,500.0
TXN01411,2024-11-28,INDIAN OIL FUEL,FUEL,debit,2427.28,500.0
TXN01401,2024-11-29,RESTAURANT PAYMENT UPI,RESTAURANT,debit,594.86,6691.29
TXN01421,2024-11-30,IMPS DEBIT,TRANSFER_OUT,debit,23925.67,500.0
TXN01458,2024-12-01,IMPS DEBIT,TRANSFER_OUT,debit,6730.65,500.0
TXN01444,2024-12-02,MYNTRA SHOPPING,SHOPPING,debit,7137.49,500.0
TXN01422,2024-12-02,NEFT-EMPLOYER SALARY,SALARY,credit,51233.33,51733.33
TXN01441,2024-12-03,SWIGGY DELIVERY,RESTAURANT,debit,933.93,3779.73
TXN01447,2024-12-04,HP PETROL PUMP,FUEL,debit,2476.81,500.0
TXN01427,2024-12-05,HOTSTAR SUBSCRIPTION,OTT_SUBS,debit,150.17,27909.21
TXN01442,2024-12-07,RESTAURANT PAYMENT UPI,RESTAURANT,debit,285.12,3494.61
TXN01426,2024-12-07,AIRTEL BILL PAYMENT,MOBILE_BILL,debit,336.97,28059.38
TXN01438,2024-12-07,SWIGGY DELIVERY,RESTAURANT,debit,883.9,9268.17
TXN01437,2024-12-07,ZOMATO ORDER,RESTAURANT,debit,278.08,10152.07
TXN01431,2024-12-08,BIG BAZAAR,GROCERY,debit,2525.16,19465.92
TXN01445,2024-12-08,MYNTRA SHOPPING,SHOPPING,debit,3807.74,500.0
TXN01449,2024-12-10,INDIAN OIL FUEL,FUEL,debit,2691.66,500.0
TXN01425,2024-12-11,BESCOM ELECTRICITY BILL,ELECTRICITY,debit,1597.43,28396.35
TXN01446,2024-12-12,AMAZON PURCHASE,SHOPPING,debit,4793.21,500.0
TXN01448,2024-12-13,HP PETROL PUMP,FUEL,debit,2064.73,500.0
TXN01452,2024-12-13,ATM WITHDRAWAL AXIS,ATM_WITHDRAW,debit,5071.71,500.0
TXN01430,2024-12-15,ZEPTO ORDER,GROCERY,debit,1034.1,21991.08
TXN01435,2024-12-15,BIG BAZAAR,GROCERY,debit,919.25,12730.83
TXN01455,2024-12-16,IMPS CREDIT,TRANSFER_IN,credit,21968.25,24370.57
TXN01429,2024-12-17,BIG BAZAAR,GROCERY,debit,3365.64,23025.18
TXN01424,2024-12-17,EMI HDFC HOME LOAN,EMI_LOAN,debit,8706.4,29993.78
TXN01433,2024-12-18,ZEPTO ORDER,GROCERY,debit,2121.45,14589.39
TXN01423,2024-12-21,HOUSE RENT PAYMENT UPI,RENT,debit,13033.15,38700.18
TXN01436,2024-12-23,DMART PURCHASE,GROCERY,debit,2300.68,10430.15
TXN01432,2024-12-23,BIG BAZAAR,GROCERY,debit,2755.08,16710.84
TXN01450,2024-12-23,INDIAN OIL FUEL,FUEL,debit,1654.86,500.0
TXN01443,2024-12-24,AMAZON PURCHASE,SHOPPING,debit,2225.07,1269.54
TXN01456,2024-12-25,NEFT TRANSFER SENT,TRANSFER_OUT,debit,19438.56,4932.01
TXN01434,2024-12-26,DMART PURCHASE,GROCERY,debit,939.31,13650.08
TXN01439,2024-12-27,SWIGGY DELIVERY,RESTAURANT,debit,2371.81,6896.36
TXN01453,2024-12-27,ATM WITHDRAWAL SBI,ATM_WITHDRAW,debit,9983.47,500.0
TXN01454,2024-12-29,NEFT TRANSFER RECEIVED,TRANSFER_IN,credit,1902.32,2402.32
TXN01451,2024-12-30,ATM WITHDRAWAL SBI,ATM_WITHDRAW,debit,2001.9,500.0
TXN01428,2024-12-30,HEALTH INSURANCE BAJAJ,INSURANCE,debit,1518.39,26390.82
TXN01457,2024-12-31,NEFT TRANSFER SENT,TRANSFER_OUT,debit,11112.57,500.0
TXN01440,2024-12-31,RESTAURANT PAYMENT UPI,RESTAURANT,debit,2182.7,4713.66
